11:59:42;52;20;0
11:59:44;52;20;0
11:59:46;52;20;0
11:59:48;53;20;0
11:59:50;53;20;0
11:59:52;54;20;0
11:59:54;53;20;0
11:59:56;53;20;0
11:59:58;53;20;0
12:00:01;53;20;0
12:00:03;53;20;0
12:00:05;53;20;0
12:00:07;53;20;0
12:00:09;53;20;0
12:00:11;45;20;0
12:00:13;52;20;0
12:00:15;48;20;0
12:00:17;52;20;0
12:00:19;52;20;0
12:00:21;52;20;0
12:00:23;52;20;0
12:00:25;52;20;0
12:00:27;52;20;0
12:00:29;52;20;0
12:00:32;52;20;0
12:00:36;52;20;0
12:00:38;52;20;0
12:00:40;52;20;0
12:00:42;52;20;0
12:00:44;52;20;0
12:00:46;52;20;0
12:00:48;52;20;0
12:00:50;52;20;0
12:00:52;52;20;0
12:00:54;52;20;0
12:00:56;52;20;0
12:00:58;52;20;0
12:01:00;53;20;0
12:01:02;53;20;0
12:01:05;53;20;0
12:01:07;53;20;0
12:01:09;53;20;0
12:01:11;53;20;0
12:01:13;53;20;0
12:01:15;53;20;0
12:01:17;53;20;0
12:01:19;53;20;0
12:01:21;53;20;0
12:01:23;53;20;0
12:01:25;53;20;0
12:01:27;53;20;0
12:01:29;53;20;0
12:01:31;53;20;0
12:01:33;53;20;0
12:01:36;53;20;0
12:01:38;53;20;0
12:01:40;53;20;0
12:01:42;53;20;0
12:01:44;53;20;0
12:01:46;53;20;0
12:01:48;53;20;0
12:01:50;52;20;0
12:01:52;52;20;0
12:01:54;52;20;0
12:01:56;53;20;0
12:01:58;53;20;0
12:02:00;53;20;0
12:02:02;53;20;0
12:02:05;50;20;0
12:02:07;50;20;0
12:02:09;52;20;0
12:02:11;52;20;0
12:02:13;52;20;0
12:02:15;52;20;0
12:02:17;52;20;0
12:02:19;52;20;0
12:02:21;53;20;0
12:02:23;53;20;0
12:02:25;53;20;0
12:02:27;53;20;0
12:02:29;53;20;0
12:02:31;53;20;0
12:02:33;53;20;0
12:02:40;53;20;0
12:02:42;53;20;0
12:02:44;53;20;0
12:06:04;53;20;0
12:06:06;53;20;0
12:06:08;53;20;0
12:06:10;53;20;0
12:06:13;53;20;0
